iter	Logloss
224	0.09686280412
225	0.09643669965
226	0.09569284045
227	0.09498779345
228	0.09453087142
229	0.09406222152
230	0.09363291268
231	0.09299240477
232	0.09253046933
233	0.09207815984
234	0.09152775523
235	0.0910270437
236	0.09061364765
237	0.09005010618
238	0.08970455282
239	0.08927968998
240	0.08881551702
241	0.08845433278
242	0.08814777829
243	0.0878432138
244	0.08740477975
245	0.08690093584
246	0.08635411044
247	0.08609449514
248	0.08568549617
249	0.08522539446
250	0.08479125066
251	0.08444724069
252	0.08412433949
253	0.08379175082
254	0.08340610005
255	0.08295881463
256	0.08253117603
257	0.08222161892
258	0.08187052324
259	0.08151454477
260	0.08096714536
261	0.08060937697
262	0.08033443429
263	0.07999766264
264	0.07972387094
265	0.07942498756
266	0.07909300236
267	0.07886839536
268	0.0783816187
269	0.07800216137
270	0.07773847535
271	0.07742788381
272	0.07700913927
273	0.07669322912
274	0.07642573284
275	0.07603875769
276	0.07570988097
277	0.07540711669
278	0.07505189898
279	0.07475169175
280	0.07444378621
281	0.07415207141
282	0.0738629525
283	0.07351441087
284	0.07328778797
285	0.07311435684
286	0.07275867121
287	0.07243138316
288	0.07212567397
289	0.07183671013
290	0.07158131816
291	0.07130744055
292	0.07099712937
293	0.07068156535
294	0.07038759678
295	0.07012730045
296	0.06979945759
297	0.06942709162
298	0.06917687521
299	0.06888026464
300	0.06844590869
301	0.06815137367
302	0.06795617577
303	0.06776471416
304	0.06751892678
305	0.06717718082
306	0.06690646614
307	0.06669165046
308	0.06644061607
309	0.06623315872
310	0.06600037137
311	0.06582182509
312	0.06553244184
313	0.06529156237
314	0.0650723977
315	0.06489635721
316	0.06456810372
317	0.06438938271
318	0.06412321266
319	0.06384307627
320	0.06359062188
321	0.06334760977
322	0.06318885731
323	0.0629679615
324	0.0626999928
325	0.0625411139
326	0.06227026891
327	0.06194706472
328	0.0616739784
329	0.06140244431
330	0.0611730063
331	0.06096939714
332	0.06072362273
333	0.06047743247
334	0.06024922873
335	0.06002704725
336	0.05980975912
337	0.05960093925
338	0.05935247789
339	0.05911792193
340	0.05890906111
341	0.05871635192
342	0.05849627213
343	0.0582557982
344	0.05808012464
345	0.05781923295
346	0.05760658986
347	0.05742707244
348	0.05723905749
349	0.05704767341
350	0.05685288569
351	0.0567595012
352	0.05657199566
353	0.05640207313
354	0.05627391307
355	0.05609243368
356	0.05589423417
357	0.05566924908
358	0.05544256405
359	0.05522916132
360	0.05501062174
361	0.05480786986
362	0.05460695124
363	0.05442969661
364	0.05423882582
365	0.05404111093
366	0.05384809954
367	0.05364910856
368	0.05349746806
369	0.05336303014
370	0.05309009062
371	0.05299610121
372	0.05283762686
373	0.05258701361
374	0.05248755218
375	0.05227000935
376	0.05212802161
377	0.05195697098
378	0.05183071274
379	0.05165093374
380	0.05143423252
381	0.05132907183
382	0.05118285088
383	0.05103130083
384	0.05092353667
385	0.05073116667
386	0.0504741974
387	0.05036413171
388	0.05016865127
389	0.0500345027
390	0.04990434616
391	0.04977964903
392	0.04959198888
393	0.04954362582
394	0.04943032272
395	0.04925100041
396	0.0490839471
397	0.04891319355
398	0.04876085352
399	0.04861092465
400	0.04844267526
401	0.04832945411
402	0.04819238516
403	0.04796581753
404	0.0478649747
405	0.04771869893
406	0.04762854319
407	0.04747376704
408	0.04733649852
409	0.04717403773
410	0.04706685565
411	0.04692960113
412	0.0467278489
413	0.046573284
414	0.0463969523
415	0.04631954942
416	0.04617897948
417	0.04604812166
418	0.04587882079
419	0.04575037418
420	0.04563440076
421	0.04545902864
422	0.04531648989
423	0.04520213668
424	0.045101465
425	0.04497554354
426	0.04481679036
427	0.04465183354
428	0.04450597089
429	0.04438138635
430	0.0442378227
431	0.04408904354
432	0.04401534235
433	0.04386998948
434	0.04373727121
435	0.04364487127
436	0.04354012327
437	0.04341717852
438	0.04327559194
439	0.04313511472
440	0.04297862432
441	0.04284058516
442	0.04272178963
443	0.04259880708
444	0.04246609554
445	0.04234031496
446	0.04223549793
447	0.04211479799
448	0.04197359923
449	0.04178607935
450	0.04165098264
451	0.04154018712
452	0.04144386039
453	0.04131667582
454	0.04119632908
455	0.04108753572
456	0.04101350869
457	0.0409291127
458	0.04076869257
459	0.04068796394
460	0.04056829471
461	0.04048440286
462	0.04033699938
463	0.04024125519
464	0.04016374102
465	0.04002652242
466	0.03991757668
467	0.03977638635
468	0.03968620855
469	0.03957903338
470	0.03945831502
471	0.03932663241
472	0.03928109022
473	0.03916496551
474	0.03905397119
475	0.03895371216
476	0.03885525505
477	0.03868703705
478	0.03858737667
479	0.0385234057
480	0.03842013702
481	0.03834817094
482	0.0382354977
483	0.03814105846
484	0.0380013328
485	0.03788630469
486	0.03778790959
487	0.03770008362
488	0.03760006821
489	0.03748927746
490	0.03740529354
491	0.03730926084
492	0.03719575218
493	0.0371080215
494	0.03705505203
495	0.03697702051
496	0.03687495805
497	0.03680146092
498	0.03667512795
499	0.03656867143
500	0.03644694132
501	0.03641227602
502	0.03632607617
503	0.03624832821
504	0.03615411893
505	0.03605087093
506	0.03594341274
507	0.03584464747
508	0.03572950573
509	0.0356500406
510	0.03557220101
511	0.03548620391
512	0.03539630007
513	0.03525954964
514	0.0351100814
515	0.03505058858
516	0.03497848984
517	0.03489220933
518	0.03480098628
519	0.03473533344
520	0.03466177449
521	0.03458468081
522	0.03447512581
523	0.03435411443
524	0.03424849415
525	0.03417452353
526	0.03411051144
527	0.03403796426
528	0.03401112424
529	0.0339598758
530	0.0339114387
531	0.03382929812
532	0.03374887886
533	0.03369580354
534	0.03363365553
535	0.03357183325
536	0.03343399387
537	0.03333832715
538	0.03326658152
539	0.03317398973
540	0.03310047002
541	0.03299296252
542	0.03292625393
543	0.03285275222
544	0.0327957767
545	0.03273245531
546	0.03266066396
547	0.03257800634
548	0.03247836402
549	0.03241893682
550	0.0323424983
551	0.03227408767
552	0.03217500441
553	0.0320901419
554	0.03199672495
555	0.03189366601
556	0.03180345956
557	0.03171829986
558	0.03165649775
559	0.03159878025
560	0.03153496419
561	0.03143819177
562	0.03133290547
563	0.0312698186
564	0.03119240537
565	0.03112386806
566	0.03105862358
567	0.03103813976
568	0.03098226754
569	0.03088498529
570	0.03079930404
571	0.03069052373
572	0.0306008475
573	0.03055907164
574	0.03044416188
575	0.03037844366
576	0.03031073721
577	0.03025087906
578	0.03020691465
579	0.0301020255
580	0.03004611462
581	0.02998338645
582	0.02991894436
583	0.02984399683
584	0.02978266035
585	0.0296875219
586	0.02966841626
587	0.02961110097
588	0.02952532824
589	0.02946609198
590	0.02940184776
591	0.0293383196
592	0.02926392795
593	0.0291967796
594	0.02913033385
595	0.02907577983
596	0.02904003367
597	0.02897954881
598	0.02892469876
599	0.02886564185
600	0.02879784454
601	0.02870685259
602	0.02861989443
603	0.02854782565
604	0.02847643071
605	0.02838024699
606	0.02834191152
607	0.02825051022
608	0.02818231136
609	0.02813937543
610	0.02807607813
611	0.02801701718
612	0.02793948596
613	0.02787778516
614	0.02780283428
615	0.02777291058
616	0.02771670026
617	0.02764891954
618	0.02758042687
619	0.02753335848
620	0.02748147133
621	0.02743460076
622	0.0273735046
623	0.02731692776
624	0.02725090318
625	0.02718073721
626	0.02711217342
627	0.02705715589
628	0.02699783262
629	0.02695951644
630	0.02690537807
631	0.02682225664
632	0.02674036625
633	0.02668601963
634	0.02663154566
635	0.02658020384
636	0.02653480418
637	0.02647023868
638	0.02638147744
639	0.02632160153
640	0.02626322298
641	0.02620265243
642	0.02615389179
643	0.02611221706
644	0.02606600237
645	0.02601919812
646	0.02595251692
647	0.02592528978
648	0.02585352413
649	0.02580295405
650	0.02574837941
651	0.02568523271
652	0.02560323119
653	0.02554516808
654	0.02549249895
655	0.02543530837
656	0.0253829707
657	0.02531246365
658	0.02527130088
659	0.02522500172
660	0.02515112208
661	0.02508070758
662	0.02501111649
663	0.02495771816
664	0.02488756328
665	0.02484199201
666	0.02479793418
667	0.02475005424
668	0.02468245443
669	0.02462465462
670	0.02458230528
671	0.02453034269
672	0.02446321079
673	0.0244192908
674	0.02435091162
675	0.02429304239
676	0.02426151252
677	0.02420960224
678	0.02416042928
679	0.02410662516
680	0.02409063895
681	0.02405006383
682	0.0240184472
683	0.02395263695
684	0.0239010214
685	0.02383668541
686	0.02377729197
687	0.02372545666
688	0.02368545891
689	0.02365469062
690	0.02359240496
691	0.02352883689
692	0.02347235884
693	0.02341879269
694	0.02337572227
695	0.02333359758
696	0.02328500874
697	0.02323954973
698	0.02319130751
699	0.02315237026
700	0.02311564715
701	0.02307866323
702	0.02303520187
703	0.02298648313
704	0.02293901669
705	0.02289459713
706	0.02285336036
707	0.0228131597
708	0.02276055497
709	0.02273329109
710	0.02268797936
711	0.02265651501
712	0.02261149411
713	0.02255734782
714	0.02251395233
715	0.02247562663
716	0.02242266321
717	0.02236808613
718	0.02232857797
719	0.02228315435
720	0.02224246192
721	0.02219070334
722	0.0221422397
723	0.02207906599
724	0.02201340099
725	0.02198336602
726	0.02195841724
727	0.02191133605
728	0.02187759763
729	0.02181798433
730	0.021773572
731	0.02173219102
732	0.02168628455
733	0.02164106764
734	0.02159435961
735	0.02155174159
736	0.02154605318
737	0.02149204521
738	0.02145246686
739	0.02141733361
740	0.02136800734
741	0.02132611203
742	0.02125984083
743	0.02121787615
744	0.02117950109
745	0.0211427681
746	0.02110898524
747	0.02108739586
748	0.02105124408
749	0.02101511985
750	0.02095906419
751	0.02090377514
752	0.02085128797
753	0.02080983059
754	0.02076492827
755	0.02075040787
756	0.02070716205
757	0.02065276659
758	0.02062183069
759	0.02057403563
760	0.0205463409
761	0.02051110926
762	0.0204620431
763	0.02041354267
764	0.0203634957
765	0.02033445524
766	0.02027445566
767	0.02025479526
768	0.02020981755
769	0.02018088575
770	0.02013460019
771	0.02009340471
772	0.02005361202
773	0.02000925362
774	0.01995700743
775	0.01991761643
776	0.01987492301
777	0.01982361039
778	0.01977159138
779	0.01974087824
780	0.01969250076
781	0.01964424789
782	0.01959749289
783	0.01956443321
784	0.01953242093
785	0.01949872913
786	0.01948003577
787	0.01945085755
788	0.01942155975
789	0.01938214746
790	0.01935040509
791	0.01931826627
792	0.01928171831
793	0.01925114072
794	0.01920803126
795	0.01917395919
796	0.0191437214
797	0.01910426167
798	0.01905669683
799	0.01901402262
800	0.01899195853
801	0.01897476889
802	0.0189120986
803	0.01888947455
804	0.01884428457
805	0.01881498217
806	0.01876451631
807	0.01874591869
808	0.01871486091
809	0.0186871126
810	0.01865816009
811	0.01862216213
812	0.01860006615
813	0.01856330529
814	0.01855606749
815	0.01852551515
816	0.0184950797
817	0.01846500329
818	0.01842656398
819	0.0183894324
820	0.01834649445
821	0.01830154916
822	0.01826816521
823	0.01822464486
824	0.01818458907
825	0.01817400921
826	0.01813619007
827	0.01809947218
828	0.01806476161
829	0.01805732711
830	0.0179978255
831	0.01795823838
832	0.0179134947
833	0.01791042362
834	0.01786479834
835	0.01786255252
836	0.01783134122
837	0.01778994586
838	0.01775607134
839	0.01770829128
840	0.01769790621
841	0.01765356877
842	0.01761963276
843	0.01757922273
844	0.01755453669
845	0.01751935269
846	0.01748996763
847	0.01743424633
848	0.01739178087
849	0.01735344026
850	0.01730980872
851	0.01727360161
852	0.01723689834
853	0.01720576827
854	0.01716767863
855	0.01713496355
856	0.01710298603
857	0.01708985505
858	0.01706047573
859	0.01702541546
860	0.0169975258
861	0.01696997124
862	0.01693089432
863	0.01690813277
864	0.01688157932
865	0.01685194602
866	0.01683791014
867	0.01681287031
868	0.01679627629
869	0.01675726132
870	0.01670186054
871	0.01667277759
872	0.01665005592
873	0.01662496115
874	0.01659998413
875	0.01656240793
876	0.01651387906
877	0.01650310402
878	0.0164642235
879	0.01645141682
880	0.016409451
881	0.01638298031
882	0.01636307628
883	0.01633524934
884	0.01631116319
885	0.01630706185
886	0.01626822975
887	0.01624543255
888	0.01623220764
889	0.0162272408
890	0.01620474641
891	0.01618186049
892	0.016145337
893	0.01610886364
894	0.01607935851
895	0.0160438715
896	0.01601458564
897	0.01600035796
898	0.01597105003
899	0.01594788454
900	0.01591635608
901	0.01587989438
902	0.01584611187
903	0.0158205764
904	0.01578052617
905	0.01575038869
906	0.01570535079
907	0.01568088523
908	0.01564895855
909	0.01561970595
910	0.01559578292
911	0.01558934253
912	0.01556706025
913	0.0155273339
914	0.01550589688
915	0.01547776783
916	0.01544789121
917	0.01544164452
918	0.01539852225
919	0.01537388636
920	0.01534919738
921	0.01532015128
922	0.01530134618
923	0.01527396337
924	0.01524198154
925	0.01523184701
926	0.01521336559
927	0.01517753793
928	0.0151495851
929	0.01514139138
930	0.015107542
931	0.01507374701
932	0.01504157651
933	0.01503787157
934	0.01501876638
935	0.0150011167
936	0.01499339386
937	0.01497027787
938	0.01493225056
939	0.01491389463
940	0.01489115082
941	0.01486592808
942	0.01483634334
943	0.0148345197
944	0.0148097109
945	0.01478593337
946	0.01475765231
947	0.0147416867
948	0.01472785462
949	0.01468819946
950	0.01466314895
951	0.0146598764
952	0.0146233054
953	0.01459706487
954	0.01458144244
955	0.01455880711
956	0.01455380831
957	0.01454005251
958	0.01451311299
959	0.01448714435
960	0.01445677352
961	0.01442935692
962	0.01439079637
963	0.01436566066
964	0.01434764722
965	0.0143104564
966	0.01428849265
967	0.01426540187
968	0.01423420188
969	0.01420130209
970	0.01417726073
971	0.01415770967
972	0.01414411201
973	0.01411764833
974	0.01409855206
975	0.01407930202
976	0.01406330358
977	0.01403398368
978	0.01401328253
979	0.01399419371
980	0.01397550047
981	0.01397201675
982	0.01394977421
983	0.01391578876
984	0.01389681205
985	0.01387664421
986	0.01386177765
987	0.01383731299
988	0.01380545176
989	0.01378443058
990	0.01376422157
991	0.01374658569
992	0.0137147144
993	0.0136958808
994	0.01367399522
995	0.01366161357
996	0.01363290977
997	0.01361275415
998	0.01359668432
999	0.01358236008
